FrameNumber,dx,dy,X,Y
2231,1.74,0.64,-47.82,-9.84
2232,1.8,0.4,-47.97,-10.15
2233,2.04,-3.25,-48.17,-10.21
2234,1.81,-2.98,-48.6,-6.62
2235,1.8,-3.2,-48.79,-3.42
2236,1.75,-2.99,-48.96,-0.11
2237,1.52,-2.9,-49.09,2.89
2238,1.5,-2.88,-48.97,5.69
2239,1.57,-1.74,-48.83,8.38
2240,5.84,4.62,-48.77,9.84
2241,0.78,-0.83,-48.77,9.84
2242,0.89,1.22,-47.93,10.34
2243,0,0,-47.22,8.78
2244,0.55,0.46,-45.65,8.49
2245,0.21,0.81,-44.68,7.75
2246,0.06,0.6,-43.4,6.68
2247,1.05,3.32,-42.02,5.86
2248,0.7,0.12,-41.67,2.35
2249,0.95,0.08,-40.97,2.16
2250,0.9,-0.97,-40.56,2
2251,1.13,-5.12,-40.11,2.91
2252,-0.09,-3.94,-40.11,2.91
2253,0,-0,-38.68,6.75
2254,-0.03,-4.56,-37.39,6.53
2255,-2.37,-7.03,-37.39,6.53
2256,0.24,-0.36,-37.39,6.53
2257,0.4,0.32,-36.38,6.67
2258,0.6,0.89,-35.57,6.12
2259,0.26,1.06,-34.98,5.03
2260,-0.49,2.92,-34.07,3.8
2261,-0.24,0.98,-32.45,0.76
2262,1.09,3.92,-31.13,-0.25
2263,0.44,1.22,-31.18,-4.16
2264,0.22,1.28,-30.58,-5.25
2265,-0.13,1.19,-29.77,-6.35
2266,-0.33,1.09,-28.65,-7.33
2267,-0.23,0.93,-27.36,-8.18
2268,-0.27,0.56,-26.22,-8.83
2269,-1.04,1.59,-25.08,-9.1
2270,-0.49,0.67,-23.2,-10.38
2271,-1.17,2.38,-21.94,-10.7
2272,-0.36,1.35,-20.04,-12.73
2273,-1.15,0.72,-19.01,-13.65
2274,-2.72,0.09,-17.23,-13.91
2275,-4.22,-0.89,-13.94,-13.53
2276,-4.35,-0.64,-9.25,-12.19
2277,-4.06,0.02,-4.59,-11.14
2278,-8.92,5.38,-0.38,-10.79
2279,-2.57,2.27,8.55,-15.81
2280,-0.91,3.66,10.84,-17.55
2281,-0.68,3.45,11.39,-20.62
2282,-0.64,4.25,11.69,-23.39
2283,-0.33,3.83,11.95,-26.86
2284,0.76,0.7,11.88,-29.8
2285,1.38,0.82,10.73,-29.5
2286,2.46,1.26,8.99,-29.34
2287,1.19,-0.22,6.23,-29.62
2288,3.38,0.88,4.83,-28.41
2289,2.86,-3.59,1.29,-28.35
2290,2.24,-3.43,-1.61,-23.81
2291,1.73,-3.65,-3.8,-19.59
2292,-0,0,-5.39,-15.29
2293,1.36,-3.09,-5.21,-14.78
2294,3.14,1.14,-6.4,-11.2
2295,0.96,-1.85,-9.33,-11.96
2296,2.01,-5.05,-9.98,-9.72
2297,0.79,-2.34,-11.66,-4.35
2298,0.63,-2.43,-12.07,-1.86
2299,0.8,-4.35,-12.29,0.63
2300,0.8,-2.34,-12.68,4.95
2301,-0,0,-13.06,7.13
2302,0.91,-1.61,-12.63,6.89
2303,1.14,-2.48,-13.11,8.27
2304,0.92,-0.61,-13.82,10.47
2305,0.5,0.55,-14.28,10.73
2306,0.26,0.93,-14.3,9.82
2307,0.07,0.49,-14.09,8.56
2308,0.12,0.58,-13.69,7.78
2309,-0.05,-0.23,-13.35,6.94
2310,-0.37,0.07,-12.85,6.94
2311,-0.74,-0.04,-12.06,6.64
2312,-1.22,-0.07,-10.92,6.45
2313,-5.95,-1.75,-9.33,6.3
2314,-2.09,-0.48,-3.07,7.84
2315,-1.99,-0.16,-0.88,8.06
2316,-1.7,-0.55,1.14,7.95
2317,-1.9,-0.36,2.8,8.24
2318,-0.33,-0.21,4.61,8.33
2319,-0.09,0.32,4.79,8.26
2320,0.02,0.25,4.71,7.66
2321,-0.01,-0.23,4.54,7.15
2322,0.17,0.02,4.39,7.14
2323,0.2,-0.5,4.08,6.89
2324,-0,-0,3.74,7.15
2325,0.22,0.71,3.62,6.92
2326,0.14,-0.29,3.28,5.98
2327,0.06,-0.67,3.03,6.07
2328,-0.14,-0.24,2.87,6.54
2329,-0.17,-0.16,2.92,6.57
2330,0.18,0.49,2.99,6.51
2331,0.1,0.16,2.71,5.8
2332,-0.1,-0.01,2.52,5.45
2333,-1.28,0.6,2.54,5.27
2334,0,0,3.73,4.5
2335,-0.28,0.52,3.61,4.35
2336,-0.29,0.17,3.77,3.69
2337,-0.25,0.71,3.93,3.39
2338,-0.66,0.69,4.05,2.56
2339,-1.37,1.18,4.57,1.79
2340,-0.36,0.17,5.79,0.54
2341,-0.84,-0.17,5.95,0.36
2342,-1.78,-0.49,6.6,0.51
2343,-0,-0,8.16,0.98
2344,-2.31,0.19,7.88,0.95
2345,-2.45,-0.24,9.93,0.73
2346,-2.29,-0.02,12.06,0.94
2347,-1.01,2.75,13.94,0.93
2348,-0.61,0.35,14.48,-1.85
2349,-0.5,-0.07,14.61,-2.13
2350,-0.42,-0.13,14.62,-1.99
2351,-0.41,0.31,14.56,-1.8
2352,-0.91,0.45,14.48,-2.05
2353,0.05,-0.68,14.91,-2.42
2354,0.28,0.41,14.36,-1.67
2355,0.35,-0.22,13.6,-2.02
2356,0.41,-0.27,12.79,-1.73
2357,0.47,-0.07,11.95,-1.4
2358,0.51,-0.42,11.08,-1.28
2359,0.66,-0.08,10.2,-0.82
2360,7.77,1.82,9.2,-0.71
2361,2.05,0.47,1.13,-2.5
2362,2.81,-0.08,-0.96,-2.88
2363,0.68,-0.01,-3.74,-2.71
2364,0.33,-0.33,-4.29,-2.61
2365,0.14,-0.81,-4.48,-2.19
2366,-0.16,0.36,-4.47,-1.31
2367,-0.32,0.86,-4.16,-1.63
2368,0.07,0.38,-3.7,-2.44
2369,0.03,0.13,-3.65,-2.73
2370,0,-0,-3.56,-2.77
2371,-0.13,0.06,-3.44,-2.68
2372,-0.11,0.53,-3.2,-2.65
2373,-0.13,0.28,-2.97,-3.1
2374,-0.29,-0.08,-2.74,-3.27
2375,-0.31,0.24,-2.36,-3.08
2376,-0.45,-0,-1.98,-3.21
2377,-0.58,-0.1,-1.46,-3.1
2378,-6.83,-1.25,-0.83,-2.89
2379,-0,0,6.03,-1.55
2380,-2.52,-0.75,5.83,-1.5
2381,-0.61,-0.24,8.16,-0.69
2382,-0.37,-0.21,8.49,-0.43
2383,-0.13,-0.28,8.58,-0.2
2384,0.01,-0.01,8.42,0.08
2385,0.12,0.14,8.13,0.09
2386,0.97,-0.39,7.74,-0.06
2387,0.23,-0.12,6.52,0.33
2388,0.28,0.03,6.07,0.44
2389,0.31,-0.08,5.58,0.4
2390,0.31,-0.03,5.09,0.46
2391,0.28,0.08,4.61,0.48
2392,0.29,-0.31,4.17,0.38
2393,0.28,0.18,3.74,0.68
2394,0.21,0.05,3.34,0.47
2395,0.14,-0.25,3.01,0.4
2396,0.07,-0.12,2.77,0.64
2397,0.05,0.23,2.61,0.74
2398,0.03,0.03,2.47,0.48
2399,0.07,0.37,2.36,0.43
2400,0.08,0.15,2.21,0.05
2401,0.15,0.64,2.06,-0.1
2402,0.3,0.41,1.84,-0.74
2403,0.71,-0.25,1.48,-1.12
2404,1.35,0.95,0.72,-0.84
2405,1.73,0.73,-0.65,-1.76
2406,1.63,0.46,-2.36,-2.43
2407,1.23,0.93,-3.91,-2.8
2408,0.81,0.19,-5,-3.64
2409,0.33,0.96,-5.64,-3.7
2410,0.04,-0.06,-5.78,-4.54
2411,-0.19,0.44,-5.63,-4.33
2412,-0.19,0.35,-5.25,-4.62
2413,-0.08,0.74,-4.88,-4.81
2414,0.1,-0.43,-4.64,-5.4
2415,0.16,0.25,-4.59,-4.78
2416,0.08,-0.54,-4.59,-4.88
2417,0.14,-0.12,-4.52,-4.17
2418,0.07,-0.25,-4.51,-3.91
2419,0.01,-0.29,-4.42,-3.53
2420,-0.04,-0.52,-4.28,-3.12
2421,-0.27,-0.33,-4.1,-2.49
2422,-0.44,-0.22,-3.69,-2.08
2423,-0.63,-0.33,-3.13,-1.79
2424,-1.02,-0.36,-2.4,-1.4
2425,-1.57,-0.9,-1.3,-1
2426,-1.91,-0.86,0.32,-0.06
2427,-1.34,-1.45,2.22,0.8
2428,-1.33,-1.43,3.48,2.22
2429,-0.98,-0.46,4.69,3.58
2430,-0.6,-0.19,5.52,3.92
2431,-0.24,-0.43,5.93,3.98
2432,-0.12,-0.32,5.97,4.28
2433,-0.01,-0.06,5.89,4.45
2434,0.06,-0.5,5.7,4.37
2435,0.03,0.05,5.45,4.72
2436,0.13,-0.55,5.24,4.52
2437,0.11,0.05,4.94,4.92
2438,0.13,-0.45,4.67,4.71
2439,0.06,-0.31,4.38,5.01
2440,-0,0.17,4.18,5.15
2441,0.02,-0.18,4.04,4.81
2442,-0.05,0.24,3.89,4.83
2443,-0.08,-0.18,3.81,4.43
2444,-0.01,0.02,3.76,4.46
2445,-0.02,-0.27,3.64,4.29
2446,-0.03,-0.1,3.55,4.41
2447,0.46,0.06,3.46,4.37
2448,0.19,-0.28,2.88,4.17
2449,0.27,0.2,2.6,4.31
2450,0.26,-0.35,2.24,3.96
2451,0.31,-0.22,1.9,4.18
2452,0.29,-0.29,1.53,4.26
2453,0.34,-0.41,1.19,4.4
2454,0.36,0.01,0.81,4.67
2455,0.5,-0.4,0.41,4.5
2456,0.46,-0.2,-0.1,4.76
2457,0.36,0.17,-0.56,4.8
2458,0.39,-0.33,-0.91,4.47
2459,0.35,-0.51,-1.27,4.65
2460,0.34,-0.28,-1.57,5
2461,1.07,-0.38,-1.86,5.12
2462,0.22,-0.35,-2.86,5.33
2463,0.24,-0.2,-2.99,5.5
2464,0.26,-0.38,-3.13,5.51
2465,0.25,-0.2,-3.28,5.7
2466,0.28,-0.36,-3.43,5.72
2467,0.27,-0.06,-3.6,5.89
2468,0.27,-0.52,-3.75,5.75
2469,0.26,0.03,-3.89,6.08
2470,0.68,0.12,-4.03,5.84
2471,0.1,0.14,-4.58,5.53
2472,0.1,0.06,-4.53,5.21
2473,0.02,0.01,-4.48,4.98
2474,0.07,-0.12,-4.35,4.8
2475,0.1,0.19,-4.28,4.76
2476,0.2,0.35,-4.23,4.41
2477,0.26,0.02,-4.29,3.92
2478,0.56,0.32,-4.4,3.77
2479,2.29,0.52,-4.82,3.32
2480,0.18,-0.05,-6.95,2.69
2481,0.01,-0.64,-6.9,2.65
2482,-0.02,-0.01,-6.67,3.2
2483,0.27,-3.87,-6.43,3.1
2484,0.38,-2.15,-6.49,6.86
2485,0.52,-1.35,-6.65,8.78
2486,0.58,0.09,-6.95,9.84
2487,0.73,0.14,-7.3,9.42
2488,2.17,0.09,-7.79,8.97
2489,0.24,0.21,-9.7,8.58
2490,0.08,0.37,-9.62,8.09
2491,-0.06,-0.04,-9.37,7.45
2492,-0.06,-0.16,-9,7.24
2493,-0.07,-0.13,-8.64,7.17
2494,0.1,0.21,-8.28,7.06
2495,0.02,-0.21,-8.11,6.62
2496,0.05,-0.17,-7.86,6.6
2497,0.15,-0.17,-7.64,6.56
2498,0.2,0.37,-7.54,6.51
2499,0.64,-0.76,-7.48,5.92
2500,0.18,0.13,-7.87,6.48
2501,0.22,-0.32,-7.79,6.13
2502,0.27,0.08,-7.74,6.25
2503,0.27,0.15,-7.75,5.96
2504,0.26,0.43,-7.77,5.62
2505,0.13,0.18,-7.77,5
2506,-0.04,0.2,-7.64,4.66
2507,-0.07,0.14,-7.35,4.31
2508,-0.02,-0.1,-7.03,4.03
2509,0.01,-0.06,-6.78,3.99
2510,0.07,0.05,-6.56,3.92
2511,0.18,0.17,-6.41,3.74
2512,1.87,-0.19,-6.38,3.44
2513,0.46,-0.12,-8.04,3.52
2514,0.31,-0.18,-8.22,3.52
2515,-0.21,-0.01,-8.26,3.59
2516,-0.95,-0.48,-7.78,3.48
2517,-1,0.04,-6.57,3.84
2518,-0.51,0.26,-5.35,3.67
2519,-0.12,0.68,-4.66,3.29
2520,-1.34,2.44,-4.38,2.5
2521,-0.58,-0.83,-2.9,-0.02
2522,-0.55,0.73,-2.22,0.81
2523,-0.45,0.05,-1.6,0.05
2524,-0.34,0.09,-1.09,-0.01
2525,-0.32,0.41,-0.71,-0.09
2526,-0.2,-0.17,-0.36,-0.5
2527,-0.19,0.54,-0.15,-0.32
2528,-0.17,0.16,0.05,-0.84
2529,-0.05,0.15,0.22,-0.97
2530,-0.53,0.04,0.26,-1.09
2531,-0.26,-0.09,0.78,-1.1
2532,-0.28,0.14,1.02,-0.97
2533,-0.65,-0.4,1.27,-1.08
2534,-1.46,-0.56,1.87,-0.65
2535,-2.27,-0.41,3.27,-0.06
2536,-2.55,-0.5,5.43,0.35
2537,-2.31,-0.63,7.8,0.84
2538,-1.63,0.19,9.86,1.44
2539,-1.03,-0.04,11.16,1.2
2540,-1.4,-0.3,11.82,1.2
2541,-0.23,0,12.82,1.46
2542,-0.17,-0.07,12.63,1.41
2543,-0.2,-0.36,12.38,1.44
2544,-0.16,-0.03,12.17,1.75
2545,-0.15,0.3,11.91,1.72
2546,-0.1,-0.09,11.67,1.36
2547,-0.06,-0.24,11.38,1.41
2548,-0.08,0.32,11.06,1.6
2549,-0.04,-0.5,10.77,1.22
2550,0.19,-0.3,10.46,1.68
2551,-0.02,0.35,9.92,1.92
2552,-0.2,1.32,9.6,1.51
2553,-0.14,0.09,9.48,0.14
2554,-0.19,0.14,9.31,0.04
2555,-0.29,-0.16,9.19,-0.1
2556,-0.32,0.09,9.17,0.07
2557,-0.37,-0.05,9.19,-0.03
2558,-0.45,0.27,9.25,0.03
2559,-0.68,0.16,9.4,-0.24
2560,-0.89,-0.1,9.77,-0.39
2561,-1.02,0.84,10.33,-0.28
2562,-1.71,1.83,11.01,-1.11
2563,-1.68,1.2,12.35,-2.91
2564,-1.33,1.89,13.62,-4.01
2565,-1,1.92,14.5,-5.77
2566,-0.46,2.25,15.01,-7.5
2567,-0.02,2.09,14.97,-9.5
2568,0.75,1.79,14.49,-11.28
2569,1.19,1.6,13.26,-12.69
2570,1.19,2.47,11.63,-13.87
2571,1.15,1.38,10.04,-15.88
2572,0.76,1.21,8.56,-16.73
2573,0.49,-0.29,7.51,-17.39
2574,0.02,-0.18,6.77,-16.52
2575,-0.47,0.15,6.53,-15.78
2576,-0.72,0.51,6.78,-15.41
2577,-0.97,0.46,7.27,-15.41
2578,-0.96,-0.06,8,-15.36
2579,-1.05,0.43,8.69,-14.79
2580,-1.23,-0.13,9.45,-14.73
2581,-2.39,-0.83,10.37,-14.11
2582,-0,-0,12.42,-12.81
2583,-0.85,-0.49,12,-12.38
2584,-0.49,-0.61,12.45,-11.48
2585,-0.24,1.66,12.52,-10.49
2586,0.18,2.62,12.34,-11.8
2587,0.88,1.85,11.76,-14.03
2588,1.53,-0.12,10.49,-15.41
2589,2,-0.38,8.6,-14.78
2590,2.27,-0.9,6.31,-13.9
2591,2.31,-0.67,3.83,-12.54
2592,2.4,-1.11,1.4,-11.46
2593,4.38,-1.94,-1.05,-9.97
2594,0,-0,-5.39,-7.69
2595,1.9,-0.79,-5.21,-7.44
2596,1.97,-0.6,-6.94,-6.4
2597,2.32,-2.2,-8.68,-5.58
2598,2.83,-2.92,-10.72,-3.19
2599,3.07,-1.48,-13.18,-0.17
2600,3.1,-1.5,-15.81,1.32
2601,2.74,-1.6,-18.38,2.78
2602,2.4,-3.16,-20.51,4.28
2603,1.73,-1.56,-22.22,7.3
2604,1.37,-1.49,-23.21,8.61
2605,1.59,-1.62,-23.8,9.81
2606,0.34,-2.57,-24.6,11.11
2607,0,0,-24.12,13.31
2608,-0.13,-0.83,-23.31,12.87
2609,-0.3,-2.01,-22.41,13.26
2610,-0.9,-2.06,-21.36,14.83
2611,-1.57,-1.46,-19.75,16.39
2612,-1.89,-0.57,-17.51,17.31
2613,-1.73,-0.07,-15.04,17.3
2614,-1.4,0.04,-12.81,16.79
2615,-0.97,0.39,-10.98,16.19
2616,-0.55,-0.27,-9.65,15.26
2617,-0.58,1.25,-8.78,15.03
2618,-0.42,1.83,-7.9,13.27
2619,-0.33,0.36,-7.22,11
2620,-0.41,-0.09,-6.65,10.27
2621,-0.48,0.38,-6.02,10.02
2622,-0.59,0.68,-5.34,9.3
2623,-0.62,0.55,-4.57,8.31
2624,-0.73,-0.52,-3.8,7.48
2625,-0.73,-0.46,-2.94,7.75
2626,-1.7,-0.2,-2.11,7.95
2627,-2.23,-1.46,-0.33,7.88
2628,-0.39,1.49,1.91,9.08
2629,-0.28,1.36,2.23,7.28
2630,-0.29,1.76,2.43,5.69
2631,0.12,0.9,2.64,3.73
2632,0.26,0.45,2.44,2.71
2633,0.54,-0.95,2.1,2.18
2634,0.81,-1.04,1.49,3.06
2635,3.1,2.32,0.63,4
2636,2.57,1.08,-2.5,1.54
2637,2.85,1.37,-4.98,0.41
2638,-0.01,0.06,-7.67,-0.97
2639,1.56,-1.5,-7.4,-1
2640,1.85,-1.1,-8.71,0.54
2641,1.63,0.31,-10.27,1.62
2642,1.25,-0.07,-11.56,1.26
2643,0.56,-0.03,-12.43,1.29
2644,0.17,-4.31,-12.58,1.28
2645,0.29,-0.79,-12.33,5.55
2646,-0.1,0.13,-12.21,6.15
2647,-0.57,-0.1,-11.7,5.82
2648,-0.5,0.32,-10.74,5.73
2649,0,0,-9.89,5.22
2650,-0.93,2.52,-9.56,5.04
2651,-1.39,2.73,-8.31,2.35
2652,-2.08,2.58,-6.64,-0.46
2653,-2.64,1.9,-4.35,-3.02
2654,-2.89,1.02,-1.56,-4.82
2655,-2.88,1.17,1.38,-5.68
2656,-3.89,0.26,4.21,-6.66
2657,-2.02,3.48,7.96,-6.71
2658,-1.29,2.87,9.72,-9.96
2659,-0.96,2.77,10.69,-12.5
2660,-0.59,3.26,11.29,-14.85
2661,-0.46,4.11,11.5,-17.61
2662,-0,-0,11.58,-21.13
2663,-0.27,2.99,11.2,-20.43
2664,-0.26,3.28,11.09,-22.74
2665,-0.17,3.9,10.98,-25.26
2666,-0.28,3.62,10.78,-28.31
2667,-0.35,4.1,10.7,-30.99
2668,-1.33,10.59,10.7,-34.06
2669,-0.7,2.24,10.7,-34.06
2670,-0.66,2.4,11.04,-35.17
2671,-0.77,2.73,11.33,-36.4
2672,-2.29,5.12,11.72,-37.91
2673,-0.35,1.42,13.62,-41.77
2674,-0.34,1.04,13.52,-41.8
2675,-0.25,0.48,13.4,-41.45
2676,-0.22,0.64,13.21,-40.55
2677,-0.55,1.05,12.99,-39.84
2678,-0.15,0.9,13.11,-39.56
2679,-0.14,1.02,12.83,-39.14
2680,-0.1,0.67,12.54,-38.86
2681,-0.1,1.2,12.21,-38.23
2682,-0.02,0.93,11.91,-38.15
2683,0.07,1.35,11.53,-37.82
2684,-0,0,11.08,-37.9
2685,0.42,4.21,10.71,-36.64
2686,0.34,2.2,10.71,-36.64
2687,0.2,1.02,10.01,-37.63
2688,0,1.02,9.48,-37.39
2689,-0.24,0.72,9.16,-37.16
2690,-0.34,0.91,9.1,-36.64
2691,-0.27,0.79,9.13,-36.32
2692,-0.27,0.58,9.1,-35.9
2693,-0.99,1.14,9.06,-35.29
2694,-0.4,0.4,9.75,-35.26
2695,-0.94,0.74,9.83,-34.48
2696,-0.49,0.3,10.44,-34.07
2697,-0.53,-0.01,10.58,-33.23
2698,-0.46,0.32,10.76,-32.11
2699,-0.54,0.11,10.86,-31.37
2700,-0.57,0.24,11.04,-30.43
2701,-1.96,0.82,11.25,-29.65
2702,-0.62,0.24,12.83,-29.48
2703,-0.55,0.37,13.02,-28.74
2704,-1.15,0.64,13.14,-28.15
2705,-0.68,0.23,13.86,-27.86
2706,-0.64,0.36,14.08,-27.16
2707,-0.67,-0.16,14.25,-26.62
2708,-0.64,-0.04,14.44,-25.58
2709,-0.59,0.19,14.6,-24.69
2710,-0.37,-0.56,14.71,-24.06
2711,-0.8,-1.2,14.59,-22.69
2712,-0.12,-0.47,14.9,-20.73
2713,-0.27,-1.28,14.52,-19.57
2714,-0.06,-0.46,14.3,-17.64
2715,0.02,-0.52,13.88,-16.59
2716,-0.12,-0.6,13.41,-15.51
2717,-0.14,-0.61,13.08,-14.4
2718,-0.15,-0.53,12.79,-13.31
2719,-0.1,-0.28,12.52,-12.34
2720,-2.37,0.65,12.2,-11.64
2721,0.08,-0.47,14.16,-11.91
2722,-1.19,-0.4,13.61,-11.04
2723,0.49,-0.05,14.35,-10.27
2724,0.51,-0.01,13.39,-9.87
2725,0.42,-0.06,12.44,-9.54
2726,-0.16,1.21,11.6,-9.15
2727,0.06,-0.33,11.38,-10.06
2728,0.18,-0.39,10.93,-9.39
2729,0.14,-0.43,10.39,-8.69
2730,-0,-0,9.89,-7.97
2731,0.12,-0.63,9.57,-7.7
2732,0.06,-0.4,9.12,-6.82
2733,0.02,0.01,8.76,-6.19
2734,0.47,-0.07,8.44,-5.99
2735,0.29,-0.42,7.69,-5.73
2736,0.21,0.03,7.14,-5.12
2737,0.25,0.02,6.69,-4.98
2738,0.32,-0.35,6.22,-4.83
2739,0.34,-0.2,5.69,-4.32
2740,0.29,-0.01,5.16,-3.98
2741,0.25,-0.09,4.7,-3.84
2742,0.25,-0.08,4.3,-3.62
2743,0.72,0.38,3.91,-3.43
2744,0.02,0.13,3.06,-3.69
2745,-0.04,-0.14,2.94,-3.69
2746,-0.22,-0.24,2.88,-3.43
2747,-0.51,-0.32,3,-3.08
2748,-0.84,-0.68,3.42,-2.66
2749,-0.49,-0.28,4.14,-1.89
2750,0.15,-0.73,4.5,-1.55
2751,0.61,-0.7,4.2,-0.77
2752,0.03,-0.26,3.45,-0.04
2753,5.14,-2.15,3.3,0.22
2754,5.73,-2.03,-1.95,2.36
2755,7.41,-2.02,-7.62,4.31
2756,9.05,-2.78,-14.78,6.18
2757,-0.03,-3.66,-14.78,6.18
2758,1.06,-15.19,-14.25,9.64
2759,-0.35,-2.96,-14.25,9.64
2760,5.5,-7.38,-13.43,12.28
2761,2.97,-5.17,-13.43,12.28
2762,1.84,-3.47,-15.95,17.04
2763,0.81,-1.31,-17.26,19.94
2764,-0.63,0.18,-17.5,20.59
2765,-5.37,2.65,-16.28,19.73
2766,-1.56,1.29,-10.37,16.42
2767,-1.36,2.37,-8.46,14.58
2768,-1,2.21,-6.82,11.73
2769,-0.65,-0.2,-5.6,9.13
2770,-0.64,-0.32,-4.76,9.02
2771,-0.6,-0.41,-3.96,9.05
2772,-0.34,-0.39,-3.23,9.16
2773,-0.38,-0.57,-2.78,9.24
2774,-0.77,-0.57,-2.31,9.51
2775,-0.96,-0.72,-1.46,9.76
2776,-1.01,-0.94,-0.45,10.16
2777,-1.08,-0.79,0.58,10.76
2778,-0.83,-0.57,1.64,11.18
2779,-0.5,-0.74,2.42,11.38
2780,-0.37,-0.38,2.84,11.74
2781,-0.37,-0.02,3.11,11.73
2782,-0.43,-0.29,3.38,11.36
2783,-0.4,-0.52,3.7,11.27
2784,-0.49,-0.53,3.98,11.41
2785,-0.58,-0.63,4.33,11.57
2786,-0.55,-0.57,4.76,11.81
2787,-0.3,-0.48,5.15,11.99
2788,-0.22,-0.6,5.28,12.06
2789,-0.32,-0.65,5.33,12.26
2790,-0.26,-0.09,5.47,12.5
2791,-0.21,-0.34,5.55,12.18
2792,-0.35,-0.42,5.58,12.12
2793,-0.42,-0.07,5.75,12.13
2794,-0.49,0.01,5.98,11.79
2795,-0.41,0.02,6.27,11.39
2796,-0.28,0.18,6.47,10.99
2797,-0.17,0.46,6.53,10.44
2798,-0.16,0.08,6.49,9.63
2799,-0.29,0.17,6.42,9.23
2800,-0.18,-0.09,6.5,8.75
2801,-0.1,-0.04,6.47,8.55
2802,-0.28,-0.19,6.35,8.3
2803,-0.16,-0.11,6.42,8.22
2804,0.01,0.13,6.36,8.05
2805,-0.02,-0,6.14,7.65
2806,-0.08,0.18,5.96,7.4
2807,-0.15,-0.24,5.84,6.97
2808,-0.27,-0.21,5.79,6.98
2809,-0.11,-0.29,5.87,6.96
2810,-0.13,0.17,5.79,7.02
2811,-0.46,0.21,5.73,6.62
2812,-0.85,0.37,5.99,6.19
2813,-0.85,0.28,6.65,5.61
2814,-0.51,0.14,7.28,5.14
2815,-0.4,-0.27,7.55,4.83
2816,-0.29,0.08,7.7,4.94
2817,-0.09,-0.09,7.73,4.69
2818,0.01,0.59,7.56,4.62
2819,-0.05,0.5,7.3,3.88
2820,-0.77,1.36,7.11,3.25
2821,-0.26,0.59,7.64,1.79
2822,-0.11,0.39,7.65,1.14
2823,0.2,-1.87,7.5,0.71
2824,0.2,-2.08,7.04,2.55
2825,0.16,-2.05,6.61,4.54
2826,0.15,-1.84,6.23,6.44
2827,0.17,-1.22,5.87,8.07
2828,0.24,-1.1,5.5,9.02
2829,0.35,-2.06,5.08,9.82
2830,0.56,1.28,4.57,11.55
2831,-0.57,2.26,3.85,9.89
2832,-0.34,1.33,4.29,7.3
2833,-0.38,1.5,4.49,5.73
2834,-0.27,1.27,4.72,4.04
2835,0.22,-0.1,4.84,2.64
2836,0.42,-0.29,4.45,2.65
2837,0.48,-0.52,3.88,2.85
2838,0.36,-0.11,3.28,3.28
2839,1.13,0.36,2.81,3.28
2840,-0.09,0.07,1.59,2.81
2841,0.07,-0.11,1.63,2.65
2842,0.31,0.15,1.5,2.67
2843,0.46,-0.01,1.14,2.43
2844,0.48,0.16,0.63,2.36
2845,0.38,0.36,0.13,2.12
2846,0.46,0.09,-0.25,1.68
2847,0.67,2.02,-0.7,1.54
2848,0.57,2.44,-1.35,-0.53
2849,1.52,2.72,-1.88,-2.95
2850,0.57,-0.28,-3.33,-5.58
2851,0.4,-0.16,-3.79,-5.11
2852,0.18,-0.1,-4.06,-4.77
2853,0.17,-0.57,-4.1,-4.51
2854,0.15,-0.34,-4.14,-3.79
2855,0.08,-0.24,-4.15,-3.32
2856,0.14,-0.35,-4.09,-2.97
2857,0.15,-0.3,-4.1,-2.52
2858,-0.95,-1.21,-4.11,-2.14
2859,-1.11,1.84,-3.02,-0.86
2860,-0.59,-0.41,-1.81,-2.67
2861,-0.21,-0.76,-1.16,-2.17
2862,-0.27,-0.06,-0.91,-1.34
2863,-0.57,-0.12,-0.6,-1.23
2864,-0.64,-0.3,-0.02,-1.06
2865,-0.47,-0.2,0.63,-0.73
2866,-0.17,-0.29,1.07,-0.51
2867,-0.02,-0.03,1.21,-0.2
2868,-0.06,0.27,1.19,-0.16
2869,-0.29,-0.34,1.21,-0.42
2870,-0.19,0.19,1.46,-0.07
2871,-0.1,0.52,1.61,-0.26
2872,-0.19,0.41,1.65,-0.77
2873,-0.42,0.33,1.79,-1.16
2874,-0.39,0.3,2.14,-1.45
2875,-0.34,0.06,2.47,-1.7
2876,-0.38,0.1,2.73,-1.7
2877,0.58,0.17,3.02,-1.75
2878,0.65,-0,2.33,-1.86
2879,0.3,0.39,1.6,-1.8
2880,-0.17,0.35,1.25,-2.13
2881,-0.4,0.37,1.38,-2.42
2882,-0.27,0.07,1.74,-2.71
2883,-0.1,0.3,1.95,-2.69
2884,0.23,0.06,1.98,-2.89
2885,0.39,0.14,1.69,-2.86
2886,0.24,-0.1,1.24,-2.9
2887,0.39,0.87,0.95,-2.7
2888,0.1,-0.45,0.53,-3.48
2889,0.27,-0.39,0.41,-2.92
2890,0.46,-0.18,0.13,-2.43
2891,0.47,-0.19,-0.33,-2.17
2892,0.4,-0.31,-0.79,-1.9
2893,0.22,-0.17,-1.17,-1.53
2894,0.12,-0.07,-1.35,-1.31
2895,0.15,-0.12,-1.42,-1.2
2896,0.18,-0.32,-1.52,-1.04
2897,-0.21,-0.15,-1.65,-0.69
2898,-0.35,0.2,-1.38,-0.51
2899,-0.31,-0.09,-0.99,-0.7
2900,-0.32,0.06,-0.65,-0.59
2901,-0.59,-0.02,-0.31,-0.63
